Account,Token Account,Quantity,Percentage
7dVdgLLETxBMD4dgffLXVkr89fxrPtFCisTQFWRPDPye,4v6z9rHHQfPqBNTgjyMpbiYYixxPUTnfDX8Uayic79Z2,36303.28,0.00
HPRkGps3zidc3bSU7jbyjTR98P5paLEMeg4UpJH5WJzT,HXMP2pmJL9XLhJqRf6mkBbesMFDMqo5RwHSW9UPZE3zp,36196.06,0.00
iQsdgfCKhRFtwpDTtoovPMiCpL94txyKhaTj81PgmX9,Ck8YEsKx7X3w55xpbH1yE87wF2BzLMHxbJrqTxyxXP7u,36004.38,0.00
BsktGRRSZbz8nqDj1LmYftwSoegALYQx1pWsjBK3nEVf,zRwS8PH2SS3ST5EKdy2r1KvGDoodTC6jTFiXsvcM2GG,35456.30,0.00
36CbBirNo9hoVW9fATjGn9bLstvwAw9wHtZYRMxykHt7,7Xwf6JCbPA1hg1TDUW6GWwK8sximiYBooEJFH2b9WoRC,35285.52,0.00
44dX5X5SgoKn8ULAeqVv3AtErVRfiBnh3jDRpBAogxsq,Fr5HVT4a8dEUJxSUiB9XaMP1CPGE34pijKwSEaWvLjY8,35130.51,0.00
H9UqnqJp9KbyH1YmqqzbuR9KuZpbyh6fPBvmhA9dJSL5,F7VrDbf2UsbwYRnWfK8r2uZ4uGW2hi9hw9qPssKqSuNT,34821.07,0.00
FgDdWgbJkywCR6QSD6X9zykt53YWat2Phc49P85zvqT1,4p5gLeL6fZ58Wn3pWADumG5TDgH6V69DQfZXYnuYKHHJ,34344.18,0.00
6SRvszP6xv9wbbMor64dkPfsX3jVxKBSixQdZDp5qv27,BWSgDRcj76jj8tq6KW8sPFSpAH8jtoTte5524mTet7ky,33997.10,0.00
6mYxbQiZ1dymGVT79qoGqQmQ8CND1py8aAYWXYqD2Zdp,HyRPT2y4tdFZYMoUbHDmQTmBjeV2MVf7uUM9sSQHgBzN,33691.51,0.00
HjeMSatr2WSSXX7756hSxWzKPUf5Vz4PBBcuMqyjUDxL,Bm8qXj6goNEmygJMzKtUtVJUPgtpuP8DLoXMVfQsqYAk,33595.61,0.00
4G9zuDwK8wrNHoyLVy7Uuv9MuvZZoRhHZBCmwmwTBbgY,CM7Mx1Scst68esZLDaivjJx1KdpFqirsdV6bkfzgqxyc,33499.67,0.00
DCk3rNkS2uBkfZQWRwcuew85TcojjWGNoq8PHABpS9Dm,8ykhrX7sQp1oT4EjyV76U4bGazE23sRHyx7EvGryWnH5,33391.73,0.00
r8wqfbv8PwYKhE4X4aV6VHFZsbaHkP81DhH7KhRP3rF,J1UaFtVKb43y6D8JFL9JmaYzSTxCA89nmbL3dT6qPr8d,33331.48,0.00
4rjk6AFnMvkDtUEtMUgR2qZXm5BgWWuCAXEqzbfExc31,A5t7kKbVxnLUzWbcQxNyngBEmPeZm4EbXhDTRnULF3k5,33289.00,0.00
Bm42oQrLoZTL4mdkLwKFYJHLsqYF9Trb9tnmu9HCRQ2W,HMFgY3CDUy2oK8rw4vyMJWgM6hpTzM7wsSmRaK2WUAfk,33056.41,0.00
4EWqcx3aNZmMetCnxwLYwyNjan6XLGp3Ca2W316vrSjv,14jdXhBdFMdhw7h1hNDsbZo3NxDMN1HyViR5emPBHFm6,32884.41,0.00
3x4rZnjVSjScWy1Crxft9fPhRYdteWYnrQCYVdpew3wg,6EduJenLkwuMqj9b37RD4nur6fAr3jwoZqvpSgXoP86o,32761.47,0.00
44RW8uTVUK9UPwiCcrcDFatCABc2LgfEnitYVRZfu13g,BSweXQi3Rmj8XDaQirnXFdcSwXqxZJ3ZTjHFmobhMw9k,32747.80,0.00
GWnY2cjZpKQqUe5PPawqBwRJ12oycR1YWVfTD1jFnCQx,BLjoq7NsefLafoSp2NqH9YZChofne6vsvw7rdDyk2xFB,32705.36,0.00
3qHtoFxpLjBryqD5zUp97EU9VbH5KS598TCzVp2BKA8z,GaB7hzt2y8y7RTr25nbfoLZo5zrR2i27cneumDRLLKAH,32322.59,0.00
B5sWcjBiAsgZLGc192oSekirgfaV4yDbJibfSSY2QErW,48QK8ueAcZpVAxxiHNqgPmyvekW2eEuPZrmQ3YXx3qUw,31889.48,0.00
Fge4J8u6S5JPboSrfc4vHkp6sdHXq6ycGj4TCeLptUgP,FevMVsCJ1QUrZSH8pmkf3cRh9BmWcdPZ2WtFAfSqDnLu,31881.70,0.00
AKCGTahrjNR6XJLSTPASkJC7xCXz9WE9uNpbvsYTT6aP,2nJ7885XQGFaHFZHacawQXTeQLj6AfKXk7RZz2rrxVjB,31876.13,0.00
3XcRyC3gmkoeksqFAKwXjUv9ayrFAJnH1rNU3k6AFLU5,83e4xk57CUuqqWEkhvavrig46Eo7droFaC3NpRWc1QVZ,31294.94,0.00
9UvRUCqEA92HrwrboyP7U7inyueKo6CwfgKgqEY1dUek,9e2yx7YmbszKRyY2AC87PFUf4b69ehCetJPDqdtHBBKM,31235.55,0.00
6tbrmRnyxAZcZFVT1gfcaRDBq3hNVYbQMwk5aWLi1Bis,FoXUp2zedFANBSxCJbL1iN9AHk4HgD8GV3TByHczqw1d,31127.11,0.00
EvaSfPHhDWCsifhroubLkZf9bK9sxr9sEiZPr36QqiRd,GBQzgr8aifrwMmgyxdj2Wq9LrdwpStHLxfFbrZoT8sqf,30802.59,0.00
MTSLZDJppGh6xUcnrSSbSQE5fgbvCtQ496MqgQTv8c1,HTHTFdxkqD2JYWakup8yLEBgwvsyz9CEBCxXCvuEpmwh,30755.49,0.00
DyvJ3XgVbL3GEqBh8kDULfJZ2KdsDSXSrk5GjXowP5g2,5sX8ENUXrUBBZsPWiAvNuF5XBgJcyAdJepVgwwGML4Dy,30688.57,0.00
8whw4o3FwR5mDuowgZnA11otVHCpLk4AhPvf2WZMPszn,9pvTWBwvENdWumGqrZqjyVYz972vgWiJYAgtdUQJ3Dni,30674.48,0.00
5b7uKKt3rvtZUw4tcwVcR68JTLj9Tnw77iExhoQXJcBa,2UJkwGCPyZi2tw3Ya3sA48CjwC2z9HBbG1xfqdvmkCdf,30551.44,0.00
F6vAfDGX6NU2TQch4VZB8iwHh8V3vLGrHAfmGyuHBjgt,HBncXZybE9o8XALyiWSVvuRGVc9874svnJH5SgXizuVM,30000.00,0.00
8bk3eDxKZsktF8SGWrKXNchoW2M8AYZwVLDjbtVxiytw,CVEAe9gff8DUuMUh8veZ3sjuCXfPodJJu1EUgLB6bk6A,29852.83,0.00
8ezL93QZoFDnzPPQmhsJ4izE8cWn4AtxMCGpDZZ2FLEQ,533bLd9xfJk4uFVdM2tmiyWNvSemYu2ropcQTZHgWnks,29680.31,0.00
5f6QuTU6AupuorYev7gjgetifgdG6n933M44cENPwVma,EWzZ9aTWA64VeiJCQgmwEGDVNVugnpmonDJyyqTjuXEN,29035.90,0.00
9ffqc5y7VkMTXx5EdLn2zqZf4rfNmZS3zHxdXt8u9YnY,xmBtX5MaoPLoWt8STcXgH8o695K6CvHQ6ZUif3XQxgk,28800.54,0.00
E7ZQ7ZhTrkGeY9CFuEkKD7fTxhFigNjxh5DUZYbKoJbm,GFAhRHTBA8iXtVcZW92CDozTEwXansZafP4yUhUnbBKK,28741.31,0.00
5fcGjZrJXDaJhAr2fRbA5hYe1k3ZjmpT5F4WnQg9rDad,5dUJHfhJUZZnycAnwsYVTrCsuyoPL9ENAVKAVboeT9KP,28673.42,0.00
CDk6yh3moPxzW5VMKnMDrQfMJaFpiHmQFpVwxgwcdTxo,C2ySkDwSchrtigrp4xob48qANEEGzXJHEDx2g64nKZ4T,28339.15,0.00
FMTcgEXq8fy5xGmQ94uCT8AQyi3SaY8Lc7hHTJvVXCfF,GjJVkZzao75RPaDDyMUuu8CNYLPHMq6uakdXApTtQynU,28213.94,0.00
62pvU2UXt5fs76kvJtvbsQRr8pzLvMbembtY2fX53v9u,3uNFWqMxkAMfAdAYWrHi72i9cg3oYxW6rhdyCxbDDRFx,28212.95,0.00
Box5Z3ovg2Lxk2eb33HCLNDR3navtxXqGC5ozMT35TLk,CfTFAnL9HbeoPJoJPaL4FnErq9vngTijU73UBcyZZymT,27918.42,0.00
8PonTXNDn3n2e1vijPBVXdm3e5GvoDg7Qr4mdeDCQxxp,HqjYQR121V79Bpo2CpEUCrWNKSgLJzKAUsiNw4owPU5y,27131.15,0.00
3BpxbyvHFGwDWRkBxJ9HDrJXVhRkHAH2uTJ6GAoeKQhn,7GmZ8tk5FMnkVBkTJj9LdHUQUeE2syHBtoajEZv6AdtT,26732.42,0.00
7CRaQNtmwiPHUEuLuV4TUmj2SDXfiByYSFfgx2GWnMam,cAgnNM49x9xp7Cur7Ttn1p5JBWBd1KmvBVgb24XRHSA,26664.39,0.00
9KepAABroPBByJGhibXiTmTnBgAkD9j1AYCyjC4FthmP,CAfyvHuWNsmA7xp1iuMMvJXbeucD43WhjexXoRjyRgVH,26015.83,0.00
AAekajGtTsVW8UBu3YsXTcvkPNaNt21m5BdoDizgDWQT,5JnCMVbzo9iMuV43c43SSJjTLzRMKG6KYYQA9Qi69auS,25942.85,0.00
CTgympSD3hkBhH2XYWfGCigrFh3ZHAvnxwAfm7nCbExY,4WVcXA3pxXDhURrWkNTovi74ji1zLg8YM82rZuQB6sqc,25886.87,0.00
EXk1Df9Za4hJErVtk5hTGUaMPbLs3S6FZLPesq9ALJxY,4MssnNJ5XzF4n6twa4kQDKhJoc1ihUGMnELTcBxMK8WF,25317.73,0.00
GCTwMYoWHd7EB9sSXRg4wvH2y1Y3qkJK54uZ61hmcK1h,4Tg949cadioon84uNQtUAFR6ZoQNjwDKfnPbZE2LTfY7,25000.00,0.00
3MRsupXPMrK3cKDp9hefTCRDXGuG4wW7pqVBN6V6xDrV,HgErZ3iHbJFAeN9RNbpbWjo6ZqJ9xc7hCrysAMhHmC22,24984.89,0.00
FcrNwMNNC8Uy2EYUTwqHMNMv5kV8xspjeVfPV5W5nX5L,3jrdJYth5FiwdYCupF5jWaxg1wwYV4w4JzNCvAsLGJre,24977.60,0.00
yuTN5iQtfJBJJCHfLLKGtThu29VaYkyK3fwjfXMhf4u,CbVt3RA2bmPwiczsvTULRMYcX6BQrCwxuoHca1a4cTim,24831.81,0.00
FM3DoZ3VFqzeEJAHQuy5eogTVryMwBCHPVVJR2p4T1B4,3JH7cNFHUKTUQgdqFa1V1fr5fsUXvH81NbWytKgM6wvK,24778.22,0.00
A6ueMkFGkypZiDuHuos6mZDBmawASzfdt6RzdBRuBXnL,CmNc8FpENmevYASsXpmQtrnBiE3DYiF11eiy3LrYJUGd,24712.93,0.00
6Qx934UhJBJRXWNamKri8WqSqawWGbgwLRJ5KJNc9Y7H,FNUSPuAAvZq8dro6DDcrFhHYfxK7WaL2un8gNEQpafeM,24503.97,0.00
3fYAvkubfEQLmv3KdhKS1f1PLbE2o5bWacTPn3LSX8Ci,H4PdoXo9C9DekB2sJXv5HzcpfhaL4NgJocbEUXwnqyZy,24445.14,0.00
2YjRS3TikLNc9WXwcVVB16cbwxBiuCZj2R2GUGy5S8eu,AFmYgtYBvkFJKHZTgLG1We8HsVXVZFrDAoe8QGcreNuK,24193.71,0.00
EcEPTLwZk1YdJLKHoX8t2YyUMUd7aDfJC7swzbW7QLnv,FvhRKSwkXHQjqrBF9UkoFdS4wgf1i1TAMcNSmpsukLXF,24050.82,0.00
45gYGuPN3zW3Wa8ebJKsigGe7364Q6WMU7MaB4TWe1mh,3X6XQxmWko1J6m5RiZmiHes4TdhpWdd6oWpJqiJBdH54,23937.11,0.00
mnvbAHFaQjEY3qXJmaV6wQjxBnJrm4Y8sBNsnTF9uaZ,5U4CXYCaUGVHVh9dsC2jdBcx9uSd4ZW39Q5Tq3Aj8d39,23573.29,0.00
45ruCyfdRkWpRNGEqWzjCiXRHkZs8WXCLQ67Pnpye7Hp,KU3mdCjxzUin4Dn2amuMuTBgZKYmtJrhyXJYThaFm8Q,23058.23,0.00
4g9jZvu7x4WavUycAjr1UvrVCY74E3Qkw5HGwNisqfq1,4K1wDifVEE29YqwEgqnrA8jARmMWKtNSeZpDYXyRXmnK,23015.44,0.00
HrWf66SZ75LqqMxLmEe2NfQX3Z3Y8EEaX5zc7QXvA1PE,4kWtghWNZaMYQn4TdWGUqm6vJQCPeozbsKqD657Uwq3B,22979.93,0.00
85RSDKUhV22nSZEuzxoyXx54eBB6Qf5VX9msoCeZCn9g,HKEfJYxHuqzzr17yQD2fmPMDTsYT2ocmDrZucLCUocuJ,22483.82,0.00
EHgBbbqfykHcEwsuL39ngZLWbMpy7UAbzMQV63npaCuk,3cKgMYPZm8zp7wKfxsWUEq1o7CJyCqUTwMEgjVfiXQbp,22456.00,0.00
Hvu9QCwj4LjsyhzzkcAW6wygxL4q6iPLSvaLJJbiWJHi,GsuzyW8GtwQ2Sx6Ez6ibwepmKySvjyv4p8eSvsTdAH1i,22078.86,0.00
AUsN4CULoa9icSfVRwUuCKBjsM5dRgfBU5atrJREurc1,4Dpde4NxKkASFED9aFFHp1jGThDSVQFVMUWBfcJosZbY,22034.76,0.00
AQqhTJJfR17gkWe7UuFqGD1Gh8PFJxz9FEDM6ezWs4vA,CLWy3WtuLXTHUGcK4Kszqn5sz8QjTZbReLU7LPAFARhc,21980.25,0.00
Ddgq6gznMkc8XQx2pBKSHLfExsFViW3Ba8GEGNnkS9UC,9w7wfPAeb92UyRVNHZhEy3VZAtU2gr629NiBrAetoXbU,21699.23,0.00
D11AQij4LizPafMcQn8kL3qZGdmMbJVkfQcducR3ZgPQ,PXQgc9WTAasaqYHr3GXeS6RMSKPiXthEk1Fy7D51dYU,21604.77,0.00
D6qYy1K9bJcGtxWPpS2NoGS3mCUk5xBNhXB3PdNQMBjg,87bhNwMNstCmbbpbN5ziMDETAGSG7aJbXF4SQ34k5c8E,21584.58,0.00
7FauBs5A28h5jGJJVHcgsUZW8epNXWKrXtAeSCEUBbS4,RTHGUySehMD3AE8TQ8iqkx6F1RATVUv8WW4jYzfrcK7,21484.47,0.00
2VCh2GgRsAYhqYuLNNXgmN3ECFWVKpWRfCKZv7T4aN8a,EfzfzYKT6XowtqMLJ7sp6S8nQsdV18qbyvp8HH2pi4fs,21237.43,0.00
3nX63uFg3qCJbnFHZAdRyCxr2iZv1j5meBBLxjBDHWt5,2zkj8ppb4toX8Jzi4UHP4xuaDrt7z6gKLX6gZSXDCL9n,21091.99,0.00
6bYjwPBeNNF3DzMe6X5fDfKwqjgVMY4V3b9mqdXD5rCN,6UMHx8hZTSTf3hRHaoD4y5R8uWn1ZakA7Fs72xFUprWT,20857.59,0.00
7SY7MiVyenoRpFdNPc9xxCLH2tV82gUT8RVymbrPZrdr,FXVmSb6CL5Tt6tx8tTpPg3e6CKbsQJdx8BTrEcNuuKLL,20728.81,0.00
98yUvsWqbKDsGeps9gyDGJcngLvMYb2hWMAAvJ8ux4o,7eUs1pbvoSFToDRGY2h3vit8nwUi1ri7dQehpte17pky,20722.55,0.00
6iH2v1xioATpKFZaW89UAmHcFZ5VAZpNpxhYu8jZr2Bk,AsG15h1Gcdy267GpW8j5GGo4Ybzb5P5cvUqqVAY4uXhx,20349.92,0.00
9gZo6sFp9B5Q5phRvLNemnsvsddRSasMEgbDuVby7hQB,BcXejGcgib3cUPKv3LdbTikCzoxjdztdGYnD9XU3tjMj,20325.12,0.00
6rdsxfMNv4f64VXtEpuj3og1B7cTxTjmBJJK9LGMDyza,DJvTJfSCnPFotXKDNR5v4F1LcNCZcaDXvwBVm3BsvWvx,20157.11,0.00
Ef86Biftgakq4bBzbDvVp8Ltuvuwev3TX6aYrov7nM5f,FiJkfoaPxkvmgCPQnfdJWnVQpC7W5eoDeqCJRN8qKEE,20064.82,0.00
5PNp2zT6et5CtqtKScezTBzgGKAyPxafApsii4haP3CT,bhyMi5HFJwL5fSt7PX2cMzHTZsnwsaDRWv1tFBjTEc7,20062.65,0.00
CNSQZ7AXxBWSs6UodtEn8zXFv4YKPkvF8FbipRDMVLHP,FxAJ3KoZDv3fLc6HpVohZw1RdzwhFe7q3DUYUNgburHb,20000.00,0.00
kfiqSA5pdSAt8x4zFeZHHFFsjktKRmwWjPSaMWnXDt6,9g1DYC2scwPZa6UQkMdz2xBQX3McN8GNZyiMBbdedZns,19889.79,0.00
DDkTJ2SMcMSmL4Ye9cVLaDFS2cdBvE8g3NffL6AToVAc,4VFLQkiBZUdJDpgHfSA8neteSQWC3pKZCGtD9kU9UJaq,19875.01,0.00
BV6v9XRHBptJvJTKo1KJ2umntRfzmwuCebA8es6uakFV,DSdQxjH95z7hfHWvrUNZrDT8FZJdHH6rRwGMAvHtmZPr,19820.46,0.00
BBADxnKxjD7SBpvdGtsSVJB5RSVVhDoqXgXegnKsQbuw,4nsYfGvXBeERLHj2ydGJRHfiAC49u6gxmXYTVWATfeGD,19116.67,0.00
DL3Xn9hWX6p79AzEnvS64KVFfC1kAtAZew3pFyJar4jJ,JCMHY5KQvjW6Po9zBFMf1haKxpmXHJC99tFuhwjPUHYr,19060.31,0.00
3Dxd5kDdxVn3DPnvRgTutTqLLRLu5HqcBASkHZMre6kx,Cat6PsEk47NZEcPtqPovACNnhLzjxMbTojTFyy5gWrAA,18991.26,0.00
A9WJoGyKahsXiodaiaEW7QbzJ2BXyqPN2jgxeTzR35fU,Hf7mYnPqEGxsae44vzdY9BFuozNK1Pihzkw4XrXZUgCP,18832.93,0.00
6bdTuHz1PgH1TVFPKz5mxnQ8FiYpPv2gCXK2xpeziyZY,6M98bmKjj1jxovxyvCpchA3ZTd2KMk7Xxp6CqRePVSu,18186.33,0.00
DN5NCA9xHdhpcRUjvAeaP37FDzkg5xQyMjzCaEResn1r,7MD6DeBchUXPjq4PD6jqUGpPGALipTKMqiJZ7yyrFxzx,17899.40,0.00
B5TQnfaut3tiPVZyQKdcNmQC6iUZfARFtbz8EmYZjSAr,8EDugJtpdyiXHrQcqV32rphzpP7iTDDvfLinPSsm3Qd5,17867.17,0.00
9W9Cwrzc8RLRo6a1ZTnip8fjgRjD1zJEPjWTCoEY8Nrq,7QYdEp7xeYeBoqt9udhAwVH7UzacvUbqnV5Njo7stNX4,17738.76,0.00
6nH755989r3wxfdeTR9F6Aaj8a38yVbZDktHMkTjRhSv,FsEfrak42er4M4MmYfiPAvKquaJzvtWjm7EmATMUdvkX,17608.16,0.00
52yJwiPq1qhBXyvzpk9oSscm1EzMHJHSKhCEfbxs8AYt,CskcAU4bMLN2LJ1CJMy2MA5si3YqAYFhgFCKj79To41i,17438.52,0.00
KJbzAB2KUyG1tpWdkVaYTFtwDNBVdyNq3MtN4uvnMcf,DH1t6NefZRsDTao3uKuV5d1sQo2oGLjasCxreVNMw8Ln,17424.99,0.00
F1ze3Ta54Jj7TdXenY7ivX6kAsdPDKrgTKQnnCe6HvMv,GnDiZnEpThdQcFAtgJPs2uprB9YRaVGtfmSe264uZVsT,17265.75,0.00
AoLh7gkJTzNDn1ZtQQH229xM65BWi3uccbzArchLK63t,B4PmGp1VxprUR8pESjLbUjD8ywBgJMFqRS3LiwqASxjG,17210.94,0.00
HUoc27c8bVMEMuEjC5k8C7z7QNtjPxesmJ1bwXnu1FYD,21g5UuoAZSLoAB4BsbkwXuwcWcJkzK3qJbezLWa6QZZX,17189.42,0.00
8o9ht7Q7s5eocGNaCZegk45w3yLAS85pKTkQo9fraD6i,3AkAFg1z74GmroYmkLaMJWqCUEMrJGsiJ5hgrHzWNLQ5,17174.13,0.00
8FTBme5JwZajCQeiNWUhqqngiT1f1Fq44hbBXxb4fdDT,8zRAwvxfKSE6rLrDV6aqitJPg9vF2U9WJgmij7zcogHm,16699.24,0.00
BiP6tEDRBpZzHQ1b8Lbp4dLFWuhEQuLRNMwN5tKratDW,5uKW3skUHPXw1DQdDHfToARTKRnAUfvvJGUg1ijw56LP,16698.94,0.00
EKi8QaeCfpgdkiae5izbS5QV2YVfQBs3g4EVtwodsvJ6,AxcaykyVwjY79Lxsc1wrmBMJVreAwTfxpddtSU3huyE4,16121.57,0.00
G7eTwVnhR3ZQsvstRVgx91LQrqbjGfA6XybbZpAPENyr,FnLR7G1HC36AZViFNkoXvptdA1LUEVEC5AwHHJrVMQrC,16075.59,0.00
5z4JW4iMYLjDwU356VWpK4gYxnS9LRr6VDa5kgsD4okU,F9XiABrTKTqhDTdqGupnpKTYDofQeSmo4o3KJd5Y5GWB,16054.74,0.00
76KPVfhnEjs8yrGLjDxHEWBvCN2RzFzMzj5euFNb7BKQ,GC8NQRCHdzzJ7BPDT55aaGBAvHNYbv7Jbbc9yt7k9fc,16032.23,0.00
Ecpkbzac8g4qM2NDqSk4FFMuv4F6p6VdBhNRkh5hekYi,B4WEFsmW1LjZ1qDzLGH7t4cNNnHBSh3p7vrjcUidTUgF,15921.65,0.00
ECWjfLsCosMW5ZD3avPZBE8XWAkEnX31NaHGKXwpMRFH,GTmiVbBxJ9xjTW7Uk2LPt2nwq8j1H2GbNSgTxkAqLAta,15920.41,0.00
FfJfkBPrjCZA8NX2m59Cg1R5FC3m3DfPK9SfhEzeYPnz,Ako2119n2int49MChUrvyHsU9GRJyrjLPg6aNbXPg1UK,15795.60,0.00
HRrrAbMVryeNsAsBYfptNgXgTsWREXcB1nyM71sPcwSu,6VA14prMiTBPQCz6FfEbvuJNUqriRjucLGm11LmppJ8a,15767.40,0.00
8iU7vY8RWZTiTCr9HCxKS72yfjC2ooXhjk7hJS9r5RRp,4KNMSu9AEXgHKt6U2hbrqqUzj8kqm9zwotQ31o8Gp8w7,15679.41,0.00
8Leu5wWz1YjGrcKTvxng1382YTJzpYqm85gM8y82csJy,9AbJHoaGGDSfb1p5TGrr37yW3V3mmQU65m1rvtwrcCxa,15659.71,0.00
35uXBMLxPm7s7xpCCLdzPWKk367XU5FpTjQAEcTqD3AU,Es36oT6WJ2PkwSXxuVPc9511CtnVVnkAfJcoEN5Yt1gg,15458.19,0.00
HnEwBXMymqXzCk1r8ft9Kg3c6YnWZiSJo64Fw8ES9oe,8RF8Jua4o7HwqA4QCGsnM6To58ryhxnXWCmon23mBxgh,15450.56,0.00
4KhrakmPXznw8gyacqHbVogPEtHBtfDUDD14FSNgz7Q2,EUxfFYqzNwA8tfKqjYYeFcSEERsLDym12s7dd7V3HCug,15160.40,0.00
4mZ4mVKbiGFEpbNAWuUHdEdq3ykYL14QDPcs2EA3pC8p,CZKiwCixxzLj4EzwHTRsadgSFDMhZwX7XRLLRSq7jodq,15151.74,0.00
F1V4HYc8se2M2BxT5FgSLCK3pri42BhYA2vAJxr4hhcv,AgNhMKFSPPuN8NVXtPZbvogKP5J4su1aHtskMQ7gHZnR,15046.87,0.00
79VSCwaSGGpDgmdfesHdTLXTxn7JWWXhHdxg3UkNzKrL,F5kJRoekCK6i6oRaCiNURZfsuPNyZztRcVibnwXRDM7b,15038.71,0.00
95Bag5SzNcs8JUKL9kqmzbqfAmghsa8yAfkjeYrVBV4i,EQTT4sNEaiPBrQjgqfbenQ8dsBNMkePpY2FrGmbR5c2L,15015.80,0.00
9dWdL2S1bquZgWFbWZaU22G4QJCDbRwyCsLJq2MdVb2Z,23vpDgPrx2i4QpvaeqLNe5Vknr1WqQpnvdgYAA1CqKj4,14950.72,0.00
78Av999xWMRAWUMaobPHV6WoepdGG1dDLfzwrM2JK6Yb,49TJ3BnHPJziBELzcsAurjYVVN3FEMCreN5WYwi8Vxqt,14908.16,0.00
35eMioLZ4znjEtghNjzwv88ErtLCrcTvQJUyYCAPgwJF,FeTb941p19fg9HHTGewuyW4AhcYi5zJjE5hQf1PrYuft,14857.40,0.00
6ycRPhK7azjGKd5jr9od1NoSEdktpBcRGv1nBnTrCLYb,TzQhRP6YPkEPMvVGpakUHjNPQefiebuU4xXPs7LuW5D,14856.94,0.00
C8dqx4vcbcXA81VW4JH1bq9RHr214Mu4MKw56W6vSNH4,FNw2z85WLShaipR6o5GdMwSU2nBKBw3dpcpcEyTQAdX1,14849.57,0.00
3hcu82MJnpLBhzp1VGXPJhKdfPLeiRQGmqCiqWAMsRX6,3LqJ2BT7BeC3tHGBXBXxBGFS7EHQrMNHUzpyk1kR6Amf,14792.27,0.00
5gBdjbmYaooquqE3e6EgAiRxW5DdXNBiqhXea5pG4wKb,66qzesPPnWwTv9h9RZgRTd1bcna4CZpjHjLCKWTsSSGq,14770.15,0.00
FTArjqos7EHq61AYte4vpkidGvPj2GQVAXJhTiP7XESe,5hU5TZQDLXDSjPbV7M1gBQdu8Hf9ugmWLvq3oktcn96B,14763.64,0.00
C247X87Z8xRhGqN3bhjtWhCnvNzcGQAfDTFtAP7QmoGv,DQfmtn4Dj9iWAe9JhSHv8aUwn8kisvUv6J8yw714RW56,14637.45,0.00
7hZUJHFAumRGX1zhA4BqTr4NAyGR5U3XChU6Su6F18LX,5sZebquedQXaXfwYZPkvNZN36UaDpyNrA9veu9Q1rPhM,14360.13,0.00
5jDeBreGrfJpPKynCHchzA3yKKd67K9rqhDHd8oy2LEb,GCpXh9XQRQKEoSJHxvS5MfRkgAj4daFouWd3swR34xqE,14335.49,0.00
45pc5a8rhKWQAuhJSUBaRtVqySPXAEixGKVBZAU9CS3X,5rvNqLRnKroCS2DwMQ4z6qBvfTBhsstgidUW8EARw7k4,14180.60,0.00
6HfvJRG9sHeeCqD6RP3ngYku38vpVyyx7yFi9Bvr6EVo,BYcjDLdQt9nXXnScgN4J9sVCrhMWvCyvLFKeK5GZjwia,14172.71,0.00
2p11a3ch65CwECP9sfBcNE6pgzzmZ8WaEABay2xLPpGv,2LivStxFAKkmXWetKyHRYC61dZ8XsUPMv4Qxz8wLvwKD,14143.86,0.00
EMiWfovjJnCwmsXWLn8dZTttGsBVc7uYBERpmh5FEBhp,DUoebECJawtpsqWiTp5tGe1K4MY5aXyhNnLVwA1sXVUM,13784.32,0.00
4xirK8mV3CarJ7ra7mhQG7ANxPK9pSMAGtuFzbz16Y2j,6qUpSq9LJbEFjDBGQvHWTYgQhE9FdBNDj2B2XvurTnPj,13751.58,0.00
4FHs2bq9oFAeHBjJ69YHXFEhDZ9D2LhmcRPn44wvnzgf,BRVFGVaEgu6KEXeQZhPX9zGGZfGXuC3ohuH3ihmUzH9y,13698.03,0.00
Hu1XkX7PKMmzrALiCRhm6njhApALgAKiioWtzrXDDpV3,9Ef6rG3HAtmwhi8vLhiXN517GmB6Jkp5UzhZCQG3Jzxm,13685.93,0.00
5AdaqzjzwT4zs16rCYA5cNpQfPVRaThocUJADhpxdZsP,Gw16eJM5CivhhmF11DbyBm7YfDQ7ozR8zmrvWbvkwjZU,13669.43,0.00
2DnSGEHaspGwpTt6zw5zxuYooKmHX2ZK9kU45vBdnZgJ,5NfKWgf7vvXnXRs5wYxrfdQD4eC17787kdL8eQVFdB7K,13634.13,0.00
67gvpR3qUrUq3Ns7afSmHfmCkoinwxWRQZVRNRuTxdNv,7aLPL8E64SJ9yMEmgRXP8oPpY5PQWvELgAvc2VpPbHik,13594.64,0.00
EAAwJ1F3DN6GTkFspqPmCuE5XdJKEjnJFae3UkPzFTgN,2XCNQN889yrc8v9aT4wRL8BhadfXUoVEGWARJ3RtxYV7,13542.53,0.00
3cVBh6w92Gau23FQxNeKepBUtyepxF6izvQfUc7vXdE7,3SUHnLH8B7PpfKortAcBn5yh2YndYR2ZCeR4UuYeVoZp,13296.78,0.00
2SDr9FSQ7jycTcUDhCnYEbG1uoJWbQjJHr7o7snNoJzV,EeDcxcVvdguidYE43sKceJkndSXJeo6KZ68SwThABSJP,13284.13,0.00
FEomjA5P8i9FBq1R9FWsestJzguAgPeQav9jroHzroX4,6QYU7c9ZEPYhe3N1Sy2mzF5kuKimtD3Ym3jMPiW7yrMn,13239.64,0.00
H5j5PLJgrjQb4cYEACSAGJVtykUm5dPTja86PCubXrA7,Dtn1MkHDgsxArK8CBWBdhxV4qsfRcyoGWMQbBW28NzmB,13201.60,0.00
